@relation weather
@attribute pm25 numeric
@attribute pm10 numeric
@attribute co numeric
@attribute no2 numeric
@attribute so2 numeric
@attribute temp numeric
@attribute humidity numeric
@attribute aqi numeric
@data
203.9,325.1,1.2,85.2,60.7,12.1,55.2,256
140.9,237.4,1.45,56.2,39.6,33.0,25.7,193
185.3,194.4,1.75,53.0,33.2,11.5,77.5,217
105.4,247.2,1.97,55.7,13.7,19.7,28.8,191
60.6,193.0,0.26,98.6,43.9,31.9,45.1,141
271.7,283.4,1.64,73.8,10.1,11.9,26.7,264
205.0,154.4,0.17,6.7,13.1,37.9,60.8,133
42.8,322.3,1.69,19.4,54.1,27.6,40.0,166
128.3,251.0,1.51,99.6,13.5,43.2,34.5,205
274.0,322.5,0.15,61.0,40.0,10.5,84.9,237
288.7,274.2,0.26,106.8,43.5,37.6,76.4,254
183.9,277.6,1.05,107.4,43.6,31.0,24.9,233
38.7,371.2,0.31,93.7,6.3,36.8,67.4,157
56.2,209.5,1.99,42.3,68.5,28.2,22.7,172
221.5,141.3,0.46,28.5,10.5,39.6,32.6,153
64.3,212.0,1.16,94.6,73.6,41.0,26.3,176
168.1,183.9,1.18,89.9,6.7,30.8,88.9,199
10.8,338.5,0.9,98.3,25.5,19.5,33.1,165
54.0,275.2,0.55,26.8,51.0,41.1,28.9,126
220.4,214.2,1.82,118.5,60.7,41.4,71.4,271
299.3,204.2,0.93,81.4,11.3,31.7,45.0,240
121.7,187.2,1.06,71.6,3.6,15.5,41.6,165
293.7,359.0,1.88,109.5,37.1,18.3,59.6,323
42.1,231.2,1.93,35.6,42.6,40.0,84.6,162
139.1,377.5,1.66,15.2,68.6,13.1,77.5,224
86.5,368.4,1.38,93.7,61.9,31.6,28.6,221
83.0,40.0,1.38,16.9,62.6,33.2,40.3,117
96.2,46.5,0.71,22.8,48.4,22.9,55.3,105
252.6,167.0,1.13,17.3,65.8,35.6,34.3,203
40.5,113.7,1.71,65.4,5.2,20.0,30.6,133
116.8,199.9,0.9,5.9,7.7,25.1,69.7,130
277.4,203.1,1.39,97.3,22.3,29.5,51.7,257
52.6,364.8,1.05,65.9,32.9,11.9,74.3,183
216.5,269.7,1.7,83.8,65.9,39.7,27.2,257
126.2,139.4,1.87,84.0,25.2,40.2,36.8,189
95.7,109.1,0.75,23.0,43.1,32.4,27.9,113
130.7,306.2,1.47,77.9,52.0,22.4,60.9,223
63.0,388.5,1.13,48.6,66.3,18.2,35.7,190
145.7,23.4,0.99,86.0,58.4,33.6,21.1,158
38.4,274.6,0.79,68.2,24.6,32.1,65.3,145
125.1,181.5,0.5,46.3,43.0,30.8,49.1,146
270.5,175.4,0.34,84.7,60.9,39.7,72.0,223
283.4,209.5,1.74,92.9,19.2,26.6,70.7,271
129.1,60.7,0.4,119.9,63.7,10.6,82.0,170
149.7,193.1,0.8,37.5,61.5,16.8,41.1,170
122.5,164.6,1.06,48.7,4.4,23.4,86.2,153
108.6,373.9,0.57,42.5,40.9,29.1,88.6,181
79.9,301.9,0.43,104.9,20.1,16.3,74.1,177
266.0,358.0,1.64,18.8,48.9,34.9,76.3,261
214.1,358.5,0.49,98.2,29.8,21.8,82.5,243
250.6,284.7,0.61,41.1,15.0,16.1,85.1,215
185.8,236.9,1.35,55.2,20.3,34.7,83.9,207
112.4,105.8,0.34,88.4,9.2,12.1,54.9,136
13.2,243.0,1.66,97.4,61.2,44.7,39.4,175
110.0,379.8,1.43,60.4,45.9,44.3,37.8,211
117.3,84.0,0.49,113.9,6.4,36.1,41.4,144
231.8,79.2,0.98,32.2,70.1,16.3,51.5,186
181.1,252.2,0.44,40.7,18.0,40.2,53.5,169
296.8,259.8,1.05,68.6,63.3,13.6,27.5,265
104.4,106.6,1.35,117.6,15.7,13.4,40.6,178
89.6,166.3,1.95,72.6,15.2,20.3,68.1,181
125.2,255.4,1.8,87.1,41.7,36.6,78.5,221
23.0,262.2,0.44,37.0,46.4,31.7,21.0,113
79.3,394.2,0.39,17.2,50.0,12.0,65.9,160
211.1,229.2,1.48,68.6,58.4,24.6,49.2,236
119.3,325.4,1.17,55.9,30.1,44.1,89.2,194
134.3,351.5,0.12,23.0,51.4,22.8,26.7,162
12.1,348.2,0.31,51.6,9.6,30.2,55.3,121
188.5,114.3,1.66,68.9,13.8,34.7,61.1,195
181.0,210.3,1.56,7.3,28.6,13.7,42.0,184
215.3,286.8,0.78,76.1,41.7,38.5,89.0,228
96.3,383.1,1.25,77.8,60.0,23.1,38.2,218
284.5,384.3,0.87,75.6,49.9,40.0,64.0,277
114.0,361.4,1.27,24.0,52.0,36.2,74.0,193
74.5,95.8,1.81,64.0,11.8,34.2,67.9,148
91.2,142.7,0.95,26.1,71.4,18.5,65.1,140
282.8,118.4,0.14,47.3,38.2,29.8,57.1,185
